code,description
S6591,Laceration of unsp blood vessel at wrist and hand level
S65911,Laceration of unsp blood vessel at wrs/hnd lv of right arm
S65912,Laceration of unsp blood vessel at wrs/hnd lv of left arm
S65919,Laceration of unsp blood vessel at wrs/hnd lv of unsp arm
S6599,Oth injury of unsp blood vessel at wrist and hand level
S65991,Inj unsp blood vessel at wrist and hand of right arm
S65992,Inj unsp blood vessel at wrist and hand of left arm
S65999,Inj unsp blood vessel at wrist and hand of unsp arm
S66,"Injury of muscle, fascia and tendon at wrist and hand level"
S660,Injury of long flexor musc/fasc/tend thumb at wrs/hnd lv
S6600,Unsp inj long flexor musc/fasc/tend thumb at wrs/hnd lv
S66001,Unsp inj long flexor musc/fasc/tend r thm at wrs/hnd lv
S66002,Unsp inj long flexor musc/fasc/tend l thm at wrs/hnd lv
S66009,Unsp injury of long flexor musc/fasc/tend thmb at wrs/hnd lv
S6601,Strain of long flexor musc/fasc/tend thumb at wrs/hnd lv
S66011,Strain of long flexor musc/fasc/tend r thm at wrs/hnd lv
S66012,Strain of long flexor musc/fasc/tend l thm at wrs/hnd lv
S66019,Strain of long flexor musc/fasc/tend thmb at wrs/hnd lv
S6602,Laceration of long flexor musc/fasc/tend thumb at wrs/hnd lv
S66021,Lacerat long flexor musc/fasc/tend right thumb at wrs/hnd lv
S66022,Lacerat long flexor musc/fasc/tend left thumb at wrs/hnd lv
S66029,Laceration of long flexor musc/fasc/tend thmb at wrs/hnd lv
S6609,Inj long flexor musc/fasc/tend thumb at wrist and hand level
S66091,Inj long flexor musc/fasc/tend right thumb at wrs/hnd lv
S66092,Inj long flexor musc/fasc/tend left thumb at wrs/hnd lv
S66099,Inj long flexor musc/fasc/tend thmb at wrist and hand level
S661,Inj flexor musc/fasc/tend and unsp finger at wrs/hnd lv
S6610,Unsp inj flexor musc/fasc/tend and unsp finger at wrs/hnd lv
S66100,Unsp inj flexor musc/fasc/tend r idx fngr at wrs/hnd lv
S66101,Unsp inj flexor musc/fasc/tend l idx fngr at wrs/hnd lv
S66102,Unsp inj flexor musc/fasc/tend r mid finger at wrs/hnd lv
S66103,Unsp inj flexor musc/fasc/tend l mid finger at wrs/hnd lv
S66104,Unsp inj flexor musc/fasc/tend r rng fngr at wrs/hnd lv
S66105,Unsp inj flexor musc/fasc/tend l rng fngr at wrs/hnd lv
S66106,Unsp inj flexor musc/fasc/tend r little finger at wrs/hnd lv
S66107,Unsp inj flexor musc/fasc/tend l little finger at wrs/hnd lv
S66108,Unsp injury of flexor musc/fasc/tend finger at wrs/hnd lv
S66109,Unsp inj flexor musc/fasc/tend unsp finger at wrs/hnd lv
S6611,Strain flexor musc/fasc/tend and unsp finger at wrs/hnd lv
S66110,Strain of flexor musc/fasc/tend r idx fngr at wrs/hnd lv
S66111,Strain of flexor musc/fasc/tend l idx fngr at wrs/hnd lv
S66112,Strain of flexor musc/fasc/tend r mid finger at wrs/hnd lv
S66113,Strain of flexor musc/fasc/tend l mid finger at wrs/hnd lv
S66114,Strain of flexor musc/fasc/tend r rng fngr at wrs/hnd lv
S66115,Strain of flexor musc/fasc/tend l rng fngr at wrs/hnd lv
S66116,Strain flexor musc/fasc/tend r little finger at wrs/hnd lv
S66117,Strain flexor musc/fasc/tend l little finger at wrs/hnd lv
S66118,Strain of flexor musc/fasc/tend finger at wrs/hnd lv
S66119,Strain of flexor musc/fasc/tend unsp finger at wrs/hnd lv
S6612,Lacerat flexor musc/fasc/tend and unsp finger at wrs/hnd lv
S66120,Laceration of flexor musc/fasc/tend r idx fngr at wrs/hnd lv
S66121,Laceration of flexor musc/fasc/tend l idx fngr at wrs/hnd lv
S66122,Lacerat flexor musc/fasc/tend r mid finger at wrs/hnd lv
S66123,Lacerat flexor musc/fasc/tend l mid finger at wrs/hnd lv
S66124,Laceration of flexor musc/fasc/tend r rng fngr at wrs/hnd lv
S66125,Laceration of flexor musc/fasc/tend l rng fngr at wrs/hnd lv
S66126,Lacerat flexor musc/fasc/tend r little finger at wrs/hnd lv
S66127,Lacerat flexor musc/fasc/tend l little finger at wrs/hnd lv
S66128,Laceration of flexor musc/fasc/tend finger at wrs/hnd lv
S66129,Lacerat flexor musc/fasc/tend unsp finger at wrs/hnd lv
S6619,Inj flexor musc/fasc/tend and unsp finger at wrs/hnd lv
S66190,Inj flexor musc/fasc/tend right index finger at wrs/hnd lv
S66191,Inj flexor musc/fasc/tend left index finger at wrs/hnd lv
S66192,Inj flexor musc/fasc/tend right middle finger at wrs/hnd lv
S66193,Inj flexor musc/fasc/tend left middle finger at wrs/hnd lv
S66194,Inj flexor musc/fasc/tend right ring finger at wrs/hnd lv
S66195,Inj flexor musc/fasc/tend left ring finger at wrs/hnd lv
S66196,Inj flexor musc/fasc/tend right little finger at wrs/hnd lv
S66197,Inj flexor musc/fasc/tend left little finger at wrs/hnd lv
S66198,Inj flexor musc/fasc/tend finger at wrist and hand level
S66199,Inj flexor musc/fasc/tend unsp finger at wrs/hnd lv
S662,Injury of extensor musc/fasc/tend thumb at wrs/hnd lv
S6620,Unsp injury of extensor musc/fasc/tend thumb at wrs/hnd lv
S66201,Unsp injury of extensor musc/fasc/tend r thm at wrs/hnd lv
S66202,Unsp injury of extensor musc/fasc/tend l thm at wrs/hnd lv
S66209,Unsp injury of extensor musc/fasc/tend thmb at wrs/hnd lv
S6621,Strain of extensor musc/fasc/tend thumb at wrs/hnd lv
S66211,Strain of extensor musc/fasc/tend right thumb at wrs/hnd lv
S66212,Strain of extensor musc/fasc/tend left thumb at wrs/hnd lv
S66219,Strain of extensor musc/fasc/tend thmb at wrs/hnd lv
S6622,Laceration of extensor musc/fasc/tend thumb at wrs/hnd lv
S66221,Lacerat extensor musc/fasc/tend right thumb at wrs/hnd lv
S66222,Lacerat extensor musc/fasc/tend left thumb at wrs/hnd lv
S66229,Laceration of extensor musc/fasc/tend thmb at wrs/hnd lv
S6629,Inj extensor musc/fasc/tend thumb at wrist and hand level
S66291,Inj extensor musc/fasc/tend right thumb at wrs/hnd lv
S66292,Inj extensor musc/fasc/tend left thumb at wrs/hnd lv
S66299,Inj extensor musc/fasc/tend thmb at wrist and hand level
S663,Inj extensor musc/fasc/tend and unsp finger at wrs/hnd lv
S6630,Unsp inj extn musc/fasc/tend and unsp finger at wrs/hnd lv
S66300,Unsp inj extensor musc/fasc/tend r idx fngr at wrs/hnd lv
S66301,Unsp inj extensor musc/fasc/tend l idx fngr at wrs/hnd lv
S66302,Unsp inj extensor musc/fasc/tend r mid finger at wrs/hnd lv
S66303,Unsp inj extensor musc/fasc/tend l mid finger at wrs/hnd lv
S66304,Unsp inj extensor musc/fasc/tend r rng fngr at wrs/hnd lv
S66305,Unsp inj extensor musc/fasc/tend l rng fngr at wrs/hnd lv
S66306,Unsp inj extn musc/fasc/tend r little finger at wrs/hnd lv
S66307,Unsp inj extn musc/fasc/tend l little finger at wrs/hnd lv
S66308,Unsp injury of extensor musc/fasc/tend finger at wrs/hnd lv
S66309,Unsp inj extensor musc/fasc/tend unsp finger at wrs/hnd lv
S6631,Strain extensor musc/fasc/tend and unsp finger at wrs/hnd lv
S66310,Strain of extensor musc/fasc/tend r idx fngr at wrs/hnd lv
S66311,Strain of extensor musc/fasc/tend l idx fngr at wrs/hnd lv
S66312,Strain of extensor musc/fasc/tend r mid finger at wrs/hnd lv
S66313,Strain of extensor musc/fasc/tend l mid finger at wrs/hnd lv
S66314,Strain of extensor musc/fasc/tend r rng fngr at wrs/hnd lv
S66315,Strain of extensor musc/fasc/tend l rng fngr at wrs/hnd lv
S66316,Strain extensor musc/fasc/tend r little finger at wrs/hnd lv
S66317,Strain extensor musc/fasc/tend l little finger at wrs/hnd lv
S66318,Strain of extensor musc/fasc/tend finger at wrs/hnd lv
S66319,Strain of extensor musc/fasc/tend unsp finger at wrs/hnd lv
S6632,Lacerat extn musc/fasc/tend and unsp finger at wrs/hnd lv
S66320,Lacerat extensor musc/fasc/tend r idx fngr at wrs/hnd lv
S66321,Lacerat extensor musc/fasc/tend l idx fngr at wrs/hnd lv
S66322,Lacerat extensor musc/fasc/tend r mid finger at wrs/hnd lv
S66323,Lacerat extensor musc/fasc/tend l mid finger at wrs/hnd lv
S66324,Lacerat extensor musc/fasc/tend r rng fngr at wrs/hnd lv
S66325,Lacerat extensor musc/fasc/tend l rng fngr at wrs/hnd lv
S66326,Lacerat extn musc/fasc/tend r little finger at wrs/hnd lv
S66327,Lacerat extn musc/fasc/tend l little finger at wrs/hnd lv
S66328,Laceration of extensor musc/fasc/tend finger at wrs/hnd lv
S66329,Lacerat extensor musc/fasc/tend unsp finger at wrs/hnd lv
S6639,Inj extensor musc/fasc/tend and unsp finger at wrs/hnd lv
S66390,Inj extensor musc/fasc/tend right index finger at wrs/hnd lv
S66391,Inj extensor musc/fasc/tend left index finger at wrs/hnd lv
S66392,Inj extensor musc/fasc/tend r mid finger at wrs/hnd lv
S66393,Inj extensor musc/fasc/tend left middle finger at wrs/hnd lv
S66394,Inj extensor musc/fasc/tend right ring finger at wrs/hnd lv
S66395,Inj extensor musc/fasc/tend left ring finger at wrs/hnd lv
S66396,Inj extensor musc/fasc/tend r little finger at wrs/hnd lv
S66397,Inj extensor musc/fasc/tend left little finger at wrs/hnd lv
S66398,Inj extensor musc/fasc/tend finger at wrist and hand level
S66399,Inj extensor musc/fasc/tend unsp finger at wrs/hnd lv
S664,Injury of intrinsic musc/fasc/tend thumb at wrs/hnd lv
S6640,Unsp injury of intrinsic musc/fasc/tend thumb at wrs/hnd lv
S66401,Unsp injury of intrinsic musc/fasc/tend r thm at wrs/hnd lv
S66402,Unsp injury of intrinsic musc/fasc/tend l thm at wrs/hnd lv
S66409,Unsp injury of intrinsic musc/fasc/tend thmb at wrs/hnd lv
S6641,Strain of intrinsic musc/fasc/tend thumb at wrs/hnd lv
S66411,Strain of intrinsic musc/fasc/tend right thumb at wrs/hnd lv
S66412,Strain of intrinsic musc/fasc/tend left thumb at wrs/hnd lv
S66419,Strain of intrinsic musc/fasc/tend thmb at wrs/hnd lv
S6642,Laceration of intrinsic musc/fasc/tend thumb at wrs/hnd lv
S66421,Lacerat intrinsic musc/fasc/tend right thumb at wrs/hnd lv
S66422,Lacerat intrinsic musc/fasc/tend left thumb at wrs/hnd lv
S66429,Laceration of intrinsic musc/fasc/tend thmb at wrs/hnd lv
S6649,Inj intrinsic musc/fasc/tend thumb at wrist and hand level
S66491,Inj intrinsic musc/fasc/tend right thumb at wrs/hnd lv
S66492,Inj intrinsic musc/fasc/tend left thumb at wrs/hnd lv
S66499,Inj intrinsic musc/fasc/tend thmb at wrist and hand level
S665,Inj intrinsic musc/fasc/tend and unsp finger at wrs/hnd lv
S6650,Unsp inj intrns musc/fasc/tend and unsp finger at wrs/hnd lv
S66500,Unsp inj intrinsic musc/fasc/tend r idx fngr at wrs/hnd lv
S66501,Unsp inj intrinsic musc/fasc/tend l idx fngr at wrs/hnd lv
S66502,Unsp inj intrinsic musc/fasc/tend r mid finger at wrs/hnd lv
S66503,Unsp inj intrinsic musc/fasc/tend l mid finger at wrs/hnd lv
S66504,Unsp inj intrinsic musc/fasc/tend r rng fngr at wrs/hnd lv
S66505,Unsp inj intrinsic musc/fasc/tend l rng fngr at wrs/hnd lv
S66506,Unsp inj intrns musc/fasc/tend r little finger at wrs/hnd lv
S66507,Unsp inj intrns musc/fasc/tend l little finger at wrs/hnd lv
S66508,Unsp injury of intrinsic musc/fasc/tend finger at wrs/hnd lv
S66509,Unsp inj intrinsic musc/fasc/tend unsp finger at wrs/hnd lv
S6651,Strain intrns musc/fasc/tend and unsp finger at wrs/hnd lv
S66510,Strain of intrinsic musc/fasc/tend r idx fngr at wrs/hnd lv
S66511,Strain of intrinsic musc/fasc/tend l idx fngr at wrs/hnd lv
S66512,Strain of intrns musc/fasc/tend r mid finger at wrs/hnd lv
S66513,Strain of intrns musc/fasc/tend l mid finger at wrs/hnd lv
S66514,Strain of intrinsic musc/fasc/tend r rng fngr at wrs/hnd lv
S66515,Strain of intrinsic musc/fasc/tend l rng fngr at wrs/hnd lv
S66516,Strain intrns musc/fasc/tend r little finger at wrs/hnd lv
S66517,Strain intrns musc/fasc/tend l little finger at wrs/hnd lv
S66518,Strain of intrinsic musc/fasc/tend finger at wrs/hnd lv
S66519,Strain of intrinsic musc/fasc/tend unsp finger at wrs/hnd lv
S6652,Lacerat intrns musc/fasc/tend and unsp finger at wrs/hnd lv
S66520,Lacerat intrinsic musc/fasc/tend r idx fngr at wrs/hnd lv
S66521,Lacerat intrinsic musc/fasc/tend l idx fngr at wrs/hnd lv
S66522,Lacerat intrinsic musc/fasc/tend r mid finger at wrs/hnd lv
S66523,Lacerat intrinsic musc/fasc/tend l mid finger at wrs/hnd lv
S66524,Lacerat intrinsic musc/fasc/tend r rng fngr at wrs/hnd lv
S66525,Lacerat intrinsic musc/fasc/tend l rng fngr at wrs/hnd lv
S66526,Lacerat intrns musc/fasc/tend r little finger at wrs/hnd lv
S66527,Lacerat intrns musc/fasc/tend l little finger at wrs/hnd lv
S66528,Laceration of intrinsic musc/fasc/tend finger at wrs/hnd lv
